GEOdetailed,quinade,tyr,hc,GMRealPcGDP,GMRealPcGDPgrowth,GMLifeEx,Thc,prisectersum,Healthindex,MeanEnrolIndex,NIHDI,logGMRealPcGDP,TEffLegExe,NIHDI10,TInstitutions,TMyInstitutions,TInstitutions6t,TWBGIndex3,TEffandResGov,polit08,polit09,polit13,polit14
"Northern Africa",1835,,,853.43333,.6543088,31.852857,,.2430257,.1823516,.0008101,.0075414,6.717486,,.075414,,,,,,,,,
"Northern Africa",1840,,,885.16667,.6547137,31.852857,,.3066732,.1823516,.0010222,.0085783,6.750055,,.0857831,,,,,,,,,
"Northern Africa",1845,,,918.36667,.6556813,31.206571,,.3870494,.1724088,.0012902,.0091303,6.782517,,.0913035,,,,,,,,,
"Northern Africa",1850,,,953.33333,.6572033,30.840286,,.4885254,.1667736,.0016284,.0094747,6.815213,,.0947466,,,,,,,,,
"Northern Africa",1855,,,989.76667,.6448007,31.852857,,.6166794,.1823516,.0020556,.0126426,6.847497,,.1264257,,,,,,,,,
"Northern Africa",1860,,,1028.3333,.6563696,31.852857,,.7787526,.1823516,.0025958,.0143932,6.880312,,.1439325,,,,,,,,,
"Northern Africa",1865,,,1068.6,.656114,30.182571,,1.190881,.1566549,.0039696,.0112202,6.912783,,.1122016,,,,,,,,,
"Northern Africa",1870,0.02,1.00,1109.7667,.5728799,31.658,1.006414,1.337299,.1793538,.0044577,.0183499,6.944158,,.1834987,,,,,,,,,
"Northern Africa",1875,0.03,1.00,1144.8667,.4422088,31.852857,1.014074,1.700698,.1823516,.005669,.0217616,6.967344,,.2176165,,,,,,,,,
"Northern Africa",1880,0.04,1.00,1195.7,.9850891,31.852857,1.010563,1.909789,.1823516,.006366,.023947,7.004229,,.2394697,,,,,,,,,
"Northern Africa",1885,0.05,1.00,1259.5333,.8122084,31.852857,1.013153,2.310961,.1823516,.0077032,.026936,7.050491,,.2693602,,,,,,,,,
"Northern Africa",1890,0.05,1.01,1317.1,.7555406,31.852857,1.016134,2.746883,.1823516,.0091563,.0301401,7.087974,,.3014006,,,,,,,,,
"Northern Africa",1895,0.06,1.01,1377.7,.7471908,31.852857,1.016374,3.221069,.1823516,.0107369,.0335845,7.125377,,.335845,,,,,,,,,
"Northern Africa",1900,0.09,1.01,1441.6667,.754567,31.755143,1.034886,3.775446,.1808483,.0125848,.0369006,7.162874,,.3690059,,,,,,,,,
"Northern Africa",1905,0.12,1.01,1501.9,.5762914,31.728857,1.036296,4.342054,.180444,.0144735,.0407405,7.195061,,.407405,,,,,,,,,
"Northern Africa",1910,0.15,1.01,1578.7,.9971797,32.076,1.0471,5.280883,.1857846,.0176029,.0477375,7.236276,,.4773753,,,,,,,,,
"Northern Africa",1915,0.20,1.02,1678.5333,1.41196,29.592,1.068099,7.619927,.1475692,.0253998,.0513824,7.297662,,.5138241,,,,,,,,,
"Northern Africa",1920,0.25,1.03,1801.3667,1.927956,31.822857,1.080209,7.728466,.1818901,.0257616,.0591302,7.371098,,.5913016,,,,,,,,,
"Northern Africa",1925,0.30,1.03,1976.7333,1.716454,31.992571,1.097513,9.496254,.1845011,.0316542,.0668637,7.471339,,.6686366,,,,,,,,,
"Northern Africa",1930,0.35,1.04,2134.2333,1.666194,32.362571,1.114044,13.46708,.1901934,.0448903,.0810307,7.551401,,.8103067,,,,,,,,,
"Northern Africa",1935,0.37,1.04,2306.6333,1.421198,33.107429,1.119902,16.82395,.2016528,.0560798,.0943473,7.633661,,.943473,,,,,,,,,
"Northern Africa",1940,0.42,1.04,2459.6,1.35882,32.668857,1.137079,18.12151,.1949055,.060405,.0958612,7.69736,,.9586122,,,,,,,,,
"Northern Africa",1945,0.47,1.05,2641.7667,1.569435,36.898857,1.149707,18.8698,.2599824,.0628993,.1171522,7.772187,,1.171522,2.594213,4.003077,2.643296,,,,,,
"Northern Africa",1950,0.53,1.06,2904.0667,1.85352,41.196286,1.186263,26.25591,.3260967,.0875197,.1653049,7.862144,1.979167,1.653049,2.654459,2.447894,1.965085,,3.261375,3,1.125,.625,1.25
"Northern Africa",1955,0.63,1.07,3622.1667,3.77968,43.919714,1.233833,32.45053,.3679956,.1081684,.1991608,7.996855,3.104167,1.991608,2.631163,2.049402,1.85568,,4.650932,2.3299999,.88999999,1.12,1.4400001
"Northern Africa",1960,0.74,1.09,5550.4667,5.886645,47.266,1.288789,50.16415,.4194769,.1672138,.2663659,8.20507,2.916667,2.663659,2.813796,2.117717,1.818457,,4.406383,2.0555556,.60000002,.93333334,1.4666667
"Northern Africa",1965,1.02,1.12,11122.6,4.619943,50.621429,1.389891,66.9983,.4710989,.2233277,.3275766,8.440282,3.083333,3.275766,3.024481,2.801501,2.331655,,4.014615,2.2,1.0333333,.89999998,1.2
"Northern Africa",1970,1.42,1.16,12202.567,.7609478,53.812,1.517017,80.37346,.5201846,.2679115,.3783044,8.569561,3.194444,3.783044,2.487702,1.667501,1.717319,,3.539075,2.0666666,1,.76666665,1
"Northern Africa",1975,1.92,1.18,12643.133,5.31762,57.439143,1.59907,98.85886,.5759868,.3295295,.4416657,8.730484,3.666667,4.416657,2.469599,1.634258,1.537633,,5.42111,1.6333333,1.1333333,1.2,1.6
"Northern Africa",1980,2.67,1.32,11796.233,-.3421238,61.411714,2.048816,114.106,.6371033,.3803535,.498502,8.797004,3.888889,4.98502,2.372382,1.44674,1.53203,,6.283891,1.5666667,1.1666666,1.3333334,2
"Northern Africa",1985,3.51,1.40,9145.3,-.63539,64.807714,2.299181,125.1126,.6893495,.4170421,.5423986,8.742485,3.819444,5.423986,2.494074,2.101869,2.175537,,5.767496,1.9,1,1.2666667,1.8666667
"Northern Africa",1990,4.20,1.53,9252.9,.9697883,67.030857,2.733264,138.4957,.7235516,.4616524,.5819784,8.769886,3.944445,5.819785,2.062431,1.461879,1.564044,,4.689199,2.2,1,1.0666667,1.4666667
"Northern Africa",1995,4.86,1.56,8728.8667,1.552704,68.795143,2.834765,146.222,.7506945,.4874066,.6088805,8.80805,3.888889,6.088805,2.113031,1.624991,1.670923,3.029318,5.902441,1.7333333,1.1333333,1.3333334,1.8
"Northern Africa",2000,5.48,1.78,9465,2.9357,70.41,3.537426,159.7518,.7755384,.532506,.642545,8.927191,4.166667,6.42545,2.174255,1.721254,1.819906,3.081634,6.529322,1.6666666,1.1666666,1.5,2
"Northern Africa",2005,6.05,1.84,11469.767,3.609859,71.662286,3.72626,179.3163,.7948044,.5977209,.6903468,9.113657,4.166667,6.903468,2.287248,2.103728,2.079953,3.01363,6.529322,1.6666666,1.1666666,1.5,2
"Northern Africa",2010,6.60,1.96,10733.333,1.805791,72.130857,4.131612,191.989,.8020132,.6399633,.7173914,9.155864,,7.173914,3.533545,,,3.262849,,,,,
"Northern Africa",2015,,,10691,4.621382,72.869286,,,.8133736,,,9.178877,,,4.613509,,,,,,,,
"Northern America",1800,,,1279.4,.2898678,37.427333,,,.2681128,,,6.990298,,,,,,,,,,,
"Northern America",1805,,,1302.5,.304642,37.43,,,.2681538,,,7.004395,,,,,,,,,,,
"Northern America",1810,,,1338.9,.474774,37.432667,,,.2681949,,,7.0236,,,,,,,,,,,
"Northern America",1815,,,1340.35,-.0568268,37.435333,,,.2682359,,,7.027258,6.25,,,,,,9.126808,1,0,3,2
"Northern America",1820,,,1370.85,.8666579,37.437333,,51.29273,.2682667,.1709758,.2244246,7.050291,6.25,2.244246,,,,,9.126808,1,0,3,2
"Northern America",1825,,,1438.2,.6940136,37.44,,53.86535,.2683077,.1795512,.2300194,7.098004,6.25,2.300194,,,,,9.126808,1,0,3,2
"Northern America",1830,,,1558.6,1.587984,37.492667,,60.96536,.269118,.2032179,.2456339,7.165265,6.25,2.456339,,,,,9.126808,1,0,3,2
"Northern America",1835,,,1640.15,1.125097,37.696,,63.80885,.2722462,.2126962,.2533027,7.216793,6.25,2.533027,,,,,9.126808,1,0,3,2
"Northern America",1840,,,1670.25,.7427197,37.887333,,67.93925,.2751898,.2264642,.2632674,7.24851,6.25,2.632674,,,,,9.126808,1,0,3,2
"Northern America",1845,,,1786,1.021867,38.014,,75.09314,.2771385,.2503105,.2778184,7.308639,6.25,2.778184,,,,,9.126808,1,0,3,2
"Northern America",1850,,,1918.6,1.530713,38.13,,82.31155,.2789231,.2743719,.2915853,7.370507,6.25,2.915853,,,,,9.126808,1,0,3,2
"Northern America",1855,,,2013.5,.7066784,38.22,,87.90186,.2803077,.2930062,.3018836,7.417415,6.25,3.018836,,,,,9.126808,1,0,3,2
"Northern America",1860,,,2144.75,1.469623,36.984,,94.24481,.2612923,.3141494,.2949829,7.473881,6.25,2.949829,,,,,9.126808,1,0,3,2
"Northern America",1865,,,2259.3,.9035949,38.39,,96.14893,.2829231,.3204964,.3168874,7.52581,6.875,3.168874,,,,,9.331005,1.5,1.5,3,2
"Northern America",1870,3.50,1.41,2391.2,1.019007,38.692667,2.346441,99.40096,.2875795,.3313365,.3258121,7.581126,6.875,3.258121,,,,,9.331005,1.5,1.5,3,2
"Northern America",1875,3.72,1.48,2450.45,.984565,39.047333,2.569216,100.989,.2930359,.3366299,.3323583,7.608265,6.875,3.323583,,,,,9.331005,1.5,1.5,3,2
"Northern America",1880,3.95,1.46,2877.05,2.347598,39.596,2.506275,102.1777,.3014769,.3405925,.3419381,7.72846,6.875,3.419381,,,,,9.331005,1.5,1.5,3,2
"Northern America",1885,4.14,1.52,2963.45,.6333433,40.130667,2.674953,103.4154,.3097026,.344718,.3574594,7.765221,6.875,3.574594,,,,,9.331005,1.5,1.5,3,2
"Northern America",1890,4.37,1.56,3151.75,.7321989,41.198667,2.817826,106.3224,.3261333,.354408,.3744704,7.823954,6.875,3.744704,,,,,9.331005,1.5,1.5,3,2
"Northern America",1895,4.64,1.61,3349.45,2.265914,43.3,2.972691,108.8953,.3584615,.3629844,.3918629,7.877976,6.875,3.918629,,,,,9.331005,1.5,1.5,3,2
"Northern America",1900,5.18,1.70,3931.1,1.723029,45.198667,3.283764,111.7105,.3876718,.3723684,.4103091,7.999297,6.875,4.103091,,,,,9.331005,1.5,1.5,3,2
"Northern America",1905,5.53,1.74,4397.1,2.028553,46.01,3.395643,109.2191,.4001538,.3640636,.4163503,8.087464,6.875,4.163503,,,,,9.331005,1.5,1.5,3,2
"Northern America",1910,5.80,1.82,4712.85,.7726352,46.904,3.671708,111.0594,.4139077,.3701982,.434691,8.15164,6.875,4.34691,,,,,9.331005,1.5,1.5,3,2
"Northern America",1915,6.08,1.83,5062.85,2.808752,46.327333,3.687876,110.8042,.4050359,.3693474,.4344342,8.253101,6.875,4.344342,,,,,9.331005,1.5,1.5,3,2
"Northern America",1920,6.37,1.90,5158.15,2.432227,49.866667,3.918482,118.2051,.4594872,.3940171,.4756877,8.323143,6.875,4.756877,,,,,9.331005,1.5,1.5,3,2
"Northern America",1925,6.74,1.97,6161.45,3.668638,51.761333,4.150293,126.5408,.4886359,.4218026,.4993829,8.50727,6.875,4.993829,,,,,9.331005,1.5,1.5,3,2
"Northern America",1930,7.13,2.07,5610.55,-.9266322,52.653333,4.4647,135.2249,.502359,.4507496,.5311645,8.497382,6.875,5.311645,,,,,9.331005,1.5,1.5,3,2
"Northern America",1935,7.59,2.18,6534.2,4.538951,53.209333,4.834825,138.036,.5109128,.4601199,.5454385,8.653941,6.875,5.454385,,,,,9.331005,1.5,1.5,3,2
"Northern America",1940,7.91,2.21,9418.05,7.659869,56.819333,4.943526,138.4576,.5664513,.4615252,.5603995,8.966422,,5.603995,,,,,,,,,
"Northern America",1945,8.20,2.28,10129.4,.1947713,58.532,5.149008,136.7928,.5928,.4559761,.5721322,9.070229,6.875,5.721322,7.849776,9.558905,7.897015,,9.331005,1.5,1.5,3,2
"Northern America",1950,8.25,2.28,11523.8,3.836275,61.332,5.178716,132.3851,.6358769,.4412836,.5752018,9.21866,6.875,5.752018,8.009172,9.526436,7.979069,,9.331005,1.5,1.5,3,2
"Northern America",1955,8.63,2.36,13525.8,3.852989,66.108667,5.410478,135.5553,.7093641,.4518509,.5891207,9.399588,6.875,5.891207,8.089439,9.577359,8.037809,,9.331005,1.5,1.5,3,2
"Northern America",1960,9.09,2.48,15633.55,3.650447,67.886667,5.803456,169.7937,.7367179,.5659789,.6594838,9.562325,6.875,6.594838,8.356204,9.600576,8.25362,,9.331005,1.5,1.5,3,2
"Northern America",1965,9.63,2.63,19517.35,4.576025,68.891333,6.317044,181.0689,.7521744,.603563,.6861674,9.788729,6.875,6.861673,8.512323,9.638142,8.502854,,9.331005,1.5,1.5,3,2
"Northern America",1970,10.29,2.82,22810.45,3.288555,69.718,6.934505,205.4883,.7648923,.684961,.7401345,9.966406,6.875,7.401345,8.710376,9.607061,8.8046,,9.331005,1.5,1.5,3,2
"Northern America",1975,10.88,2.98,26091.5,3.506505,70.474,7.435805,211.1931,.7765231,.7039769,.7628374,10.11551,6.875,7.628373,8.919817,9.6479,8.922888,,9.331005,1.5,1.5,3,2
"Northern America",1980,11.38,3.13,28175.5,.2157407,71.036667,7.944026,224.532,.7851795,.7484401,.7963708,10.20251,6.875,7.963708,9.020157,9.64994,9.030775,,9.331005,1.5,1.5,3,2
"Northern America",1985,11.32,3.12,31198.65,3.11245,71.869333,7.88685,251.9,.7979897,.8396667,.849174,10.3026,6.875,8.491739,9.074164,9.648005,9.087334,,9.331005,1.5,1.5,3,2
"Northern America",1990,11.63,3.21,31224.05,-.7692855,72.49,8.20134,268.45,.8075384,.8948333,.8829504,10.29518,6.875,8.829504,9.138844,9.704721,9.225088,,9.331005,1.5,1.5,3,2
"Northern America",1995,11.97,3.32,34510.45,2.901044,73.875,8.551242,270.3456,.8288462,.9011518,.8929714,10.39227,6.875,8.929714,9.147009,9.702015,9.214044,9.353721,9.331005,1.5,1.5,3,2
"Northern America",2000,12.25,3.41,39843.25,2.238839,75.085,8.831175,254.5036,.8474616,.8483452,.8729852,10.53254,6.875,8.729853,9.123915,9.695722,9.21393,9.343121,9.331005,1.5,1.5,3,2
"Northern America",2005,12.75,3.61,43203.9,.8512409,76.36,9.476904,264.1006,.8670769,.8803353,.8963389,10.61886,6.875,8.963389,9.208246,9.659011,9.272711,9.20262,9.331005,1.5,1.5,3,2
"Northern America",2010,12.99,3.67,42803.25,.6153942,77.535,9.68004,272.3921,.8851538,.9079736,.9173125,10.62903,,9.173125,9.207876,,,9.171222,,,,,
"Northern America",2015,,,42873,.5288613,77.875,,,.8903846,,,10.63789,,,8.897586,,,,,,,,
"Northern Europe",1800,,,1469.92,-.1061071,35.7688,,,.2425969,,,7.20107,,,,,,,,,,,
"Northern Europe",1805,,,1475.16,.0404045,36.0152,,,.2463877,,,7.203757,,,,,,,,,,,
"Northern Europe",1810,,,1483.4,.2697628,36.239,,,.2498308,,,7.210117,,,,,,,,,,,
"Northern Europe",1815,,,1488.92,.0981195,38.9774,,,.29196,,,7.216781,3.541667,,,,,,5.679441,2.75,1,1.75,1.5
"Northern Europe",1820,,,1527.62,.9368546,39.1694,,35.86494,.2949139,.1195498,.1775535,7.24018,3.541667,1.775535,,,,,5.679441,2.75,1,1.75,1.5
"Northern Europe",1825,,,1581.38,.5853612,37.2044,,37.37201,.2646831,.1245734,.1718304,7.27657,3.541667,1.718304,,,,,5.679441,2.75,1,1.75,1.5
"Northern Europe",1830,,,1632.96,.9701736,36.511,,38.9211,.2540154,.129737,.1710746,7.308178,3.541667,1.710746,,,,,5.679441,2.75,1,1.75,1.5
"Northern Europe",1835,,,1718.88,.6012263,37.6086,,40.50122,.2709015,.1350041,.184792,7.353386,3.541667,1.84792,,,,,5.679441,2.75,1,1.75,1.5
"Northern Europe",1840,,,1790.6,1.165032,39.029,,42.13075,.2927538,.1404358,.199499,7.395644,3.541667,1.99499,,,,,5.679441,2.75,1,1.75,1.5
"Northern Europe",1845,,,1842.38,.1166198,36.423,,43.82004,.2526615,.1460668,.1872236,7.413023,3.791667,1.872236,,,,,6.089302,2.75,1,1.9,1.6
"Northern Europe",1850,,,1998.42,2.062799,38.7674,,45.57957,.2887292,.1519319,.2105568,7.491178,4.791667,2.105568,,,,,7.728744,2.75,1,2.5,2
"Northern Europe",1855,,,2124.96,1.028772,38.6338,,47.23415,.2866738,.1574472,.2139658,7.547929,4.791667,2.139658,,,,,7.728744,2.75,1,2.5,2
"Northern Europe",1860,,,2210.84,.961118,38.2798,,49.13549,.2812277,.163785,.21889,7.588218,4.875,2.1889,,,,,7.816317,2.75,1,2.55,2
"Northern Europe",1865,,,2349.6,1.224285,37.7464,,50.45262,.2730215,.1681754,.2201336,7.641001,5.208333,2.201336,,,,,8.253929,2.75,1.3,2.75,2
"Northern Europe",1870,1.85,1.21,2574.76,1.768707,41.3946,1.690632,55.262,.3291477,.1842067,.2490433,7.726853,5.541667,2.490433,,,,,8.691541,2.75,1.6,2.95,2
"Northern Europe",1875,1.94,1.23,2678.96,.4360307,42.2564,1.743621,58.76548,.3424062,.1958849,.2620906,7.769881,5.625,2.620906,,,,,8.880986,2.75,1.95,3,2
"Northern Europe",1880,2.06,1.23,2784.66,.7270765,42.462,1.754723,65.79401,.3455692,.2193134,.2804228,7.803787,6,2.804228,,,,,9.052578,2.5999999,2.3,3,2
"Northern Europe",1885,2.20,1.26,2902.66,1.110808,45.1422,1.84986,68.39822,.3868031,.2279941,.3036668,7.847171,6.875,3.036668,,,,,9.419003,2.25,3,3,2
"Northern Europe",1890,2.37,1.27,3113.72,2.852743,45.5772,1.881027,74.3356,.3934954,.2477853,.316887,7.918116,6.875,3.16887,,,,,9.419003,2.25,3,3,2
"Northern Europe",1895,2.54,1.32,3470.36,1.862571,47.8978,2.033372,78.78549,.4291969,.2626183,.3437832,8.043887,6.875,3.437832,,,,,9.419003,2.25,3,3,2
"Northern Europe",1900,2.82,1.36,3741.64,1.696038,49.0092,2.168763,80.77245,.4462954,.2692415,.3553593,8.125503,6.875,3.553593,,,,,9.419003,2.25,3,3,2
"Northern Europe",1905,3.14,1.40,3932.98,.7923686,50.8068,2.294738,84.12973,.4739508,.2804324,.3742058,8.164226,6.875,3.742058,,,,,9.419003,2.25,3,3,2
"Northern Europe",1910,3.42,1.44,4333.14,2.03966,52.8528,2.438859,86.69896,.5054277,.2889965,.3926905,8.269125,6.875,3.926905,,,,,9.419003,2.25,3,3,2
"Northern Europe",1915,3.72,1.46,4193.98,-3.448768,48.7154,2.508882,90.14921,.4417754,.3004974,.3867166,8.189934,6.979167,3.867166,,,,,8.029886,2.25,2.5,2.5,1.75
"Northern Europe",1920,3.96,1.51,4393.68,5.631984,55.7706,2.643891,93.52393,.5503169,.3117464,.423139,8.277729,7.314815,4.23139,,,,,9.308254,2,2.8888888,2.8888888,2
"Northern Europe",1925,4.31,1.55,5124.04,3.661168,57.4502,2.794245,98.88689,.5761569,.329623,.4460653,8.45777,6.796296,4.460653,,,,,8.621858,2.0222223,2.7111111,2.6444445,1.8666667
"Northern Europe",1930,4.70,1.61,5607.8,1.63176,59.4772,2.985019,104.1614,.6073415,.3472048,.4679152,8.549463,6.416667,4.679152,,,,,8.066414,2,2.511111,2.4666667,1.7333333
"Northern Europe",1935,5.08,1.67,6443.12,2.770012,60.9558,3.176663,107.7219,.6300892,.359073,.4838051,8.700027,5.962963,4.838052,,,,,7.621594,2.0222223,2.3555555,2.2444444,1.7333333
"Northern Europe",1940,5.41,1.73,6633.64,.0738481,56.1944,3.38225,108.268,.5568369,.3608935,.485588,8.720698,,4.85588,,,,,,,,,
"Northern Europe",1945,5.75,1.80,7444.7,4.100777,62.3736,3.601144,111.7829,.6519015,.3726098,.517886,8.831064,7.5,5.178861,8.836863,9.737377,8.799344,,9.535202,2,3,3,2
"Northern Europe",1950,6.08,1.84,8786.68,3.004266,67.8154,3.746388,124.3021,.7356215,.4143404,.5642716,9.015438,7.5,5.642716,8.965633,9.79255,8.955802,,9.535202,2,3,3,2
"Northern Europe",1955,6.13,1.87,10123.96,2.64941,70.2126,3.834255,127.2657,.7725015,.4242191,.5789292,9.165252,7.5,5.789292,8.958476,9.811411,9.003391,,9.535202,2,3,3,2
"Northern Europe",1960,6.42,1.91,11906.64,4.191023,71.5062,3.97455,149.3885,.7924031,.4979617,.6302927,9.324871,7.5,6.302927,9.057258,9.801461,9.083893,,9.535202,2,3,3,2
"Northern Europe",1965,6.97,2.02,14205.56,3.145869,72.0998,4.318769,160.2888,.8015354,.5342959,.6566769,9.502179,7.5,6.566769,9.096845,9.764886,9.182092,,9.535202,2,3,3,2
"Northern Europe",1970,7.65,2.16,16828.48,3.745207,72.488,4.782845,178.4908,.8075077,.5949695,.6974384,9.673772,7.5,6.974383,9.189816,9.754362,9.333074,,9.535202,2,3,3,2
"Northern Europe",1975,8.32,2.30,19336,2.56505,73.033,5.240445,194.1661,.8158923,.6472202,.7349906,9.813553,7.5,7.349906,9.23771,9.719156,9.390618,,9.535202,2,3,3,2
"Northern Europe",1980,8.97,2.47,21515.56,1.940368,73.6942,5.783915,201.5038,.8260646,.6716794,.7554769,9.917387,7.5,7.554769,9.281789,9.694463,9.442279,,9.535202,2,3,3,2
"Northern Europe",1985,9.45,2.58,24496.66,2.6245,74.4848,6.139029,205.4439,.8382277,.684813,.7673687,10.04186,7.5,7.673687,9.309759,9.686591,9.464754,,9.535202,2,3,3,2
"Northern Europe",1990,9.99,2.72,24850.52,-2.067335,74.45,6.589786,217.3475,.8376923,.7244916,.7955114,10.01457,7.03125,7.955114,9.08054,9.239075,9.133137,,9.273892,1.95,2.925,2.8499999,2
"Northern Europe",1995,10.45,2.86,28098.08,4.423548,75.37,7.042704,240.4277,.8518462,.8014258,.8439618,10.105,7.375,8.439618,9.150764,9.352704,9.207912,8.807396,9.581682,1.9,3,3,2
"Northern Europe",2000,10.83,2.95,33421.22,4.139824,76.632,7.356132,256.5714,.8712615,.8552381,.8802539,10.30912,7.375,8.802539,9.225314,9.483252,9.336683,8.985985,9.581682,1.9,3,3,2
"Northern Europe",2005,11.45,3.14,38117.5,1.140903,77.84,7.977256,270.1429,.8898461,.9004762,.9124836,10.4833,7.375,9.124836,9.27713,9.541859,9.407866,9.081643,9.581682,1.9,3,3,2
"Northern Europe",2010,11.81,3.27,37899.62,1.819987,79.49,8.385128,271.5714,.9152308,.9052381,.9232991,10.48923,,9.232991,9.362762,,,9.056246,,,,,
"Northern Europe",2015,,,39653.8,2.237221,80.025,,,.9234616,,,10.54512,,,8.970634,,,,,,,,
"Polynesia",1800,,,927.53333,.0059524,26.4,,,.0984615,,,6.773098,,,,,,,,,,,
"Polynesia",1805,,,927.86667,.0047585,26.4,,,.0984615,,,6.773335,,,,,,,,,,,
"Polynesia",1810,,,928.86667,.0240826,26.4,,,.0984615,,,6.774539,,,,,,,,,,,
"Polynesia",1815,,,929.26667,.014011,26.4,,,.0984615,,,6.774869,,,,,,,,,,,
"Polynesia",1820,,,936.33333,.2862738,26.4,,,.0984615,,,6.782512,,,,,,,,,,,
"Polynesia",1825,,,952.06667,.328451,26.4,,,.0984615,,,6.799121,,,,,,,,,,,
"Polynesia",1830,,,968.6,.3461448,26.4,,,.0984615,,,6.816323,,,,,,,,,,,
"Polynesia",1835,,,985.13333,.3402553,26.4,,,.0984615,,,6.83325,,,,,,,,,,,
"Polynesia",1840,,,1001.8,.3345631,26.026667,,,.0927179,,,6.850066,,,,,,,,,,,
"Polynesia",1845,,,1018.9333,.3333792,26.4,,,.0984615,,,6.866997,,,,,,,,,,,
"Polynesia",1850,,,1036.5333,.3494031,25.093333,,,.078359,,,6.88416,,,,,,,,,,,
"Polynesia",1855,,,1054.0667,.3345845,26.4,,,.0984615,,,6.900906,,,,,,,,,,,
"Polynesia",1860,,,1072.1333,.3377548,26.4,,,.0984615,,,6.91792,,,,,,,,,,,
"Polynesia",1865,,,1090.4667,.344706,26.4,,,.0984615,,,6.934857,,,,,,,,,,,
"Polynesia",1870,,,1109.2,.3344495,26.4,,,.0984615,,,6.951902,,,,,,,,,,,
"Polynesia",1875,,,1128,.3408883,26.4,,,.0984615,,,6.968676,,,,,,,,,,,
"Polynesia",1880,,,1147.3333,.3428417,26.4,,,.0984615,,,6.98567,,,,,,,,,,,
"Polynesia",1885,,,1167.0667,.3444155,26.4,,,.0984615,,,7.002721,,,,,,,,,,,
"Polynesia",1890,,,1187.0667,.3313569,25.053333,,,.0777436,,,7.019712,,,,,,,,,,,
"Polynesia",1895,,,1207.2667,.3444067,26.4,,,.0984615,,,7.03665,,,,,,,,,,,
"Polynesia",1900,,,1227.8,.3310084,26.4,,,.0984615,,,7.053474,,,,,,,,,,,
"Polynesia",1905,,,1248.8667,.3509037,26.4,,,.0984615,,,7.070488,,,,,,,,,,,
"Polynesia",1910,,,1272.3333,.4921514,26.4,,,.0984615,,,7.089091,,,,,,,,,,,
"Polynesia",1915,,,1335.1333,1.141546,21.642667,,,.0252718,,,7.136459,,,,,,,,,,,
"Polynesia",1920,,,1413.3333,1.109086,26.4,,,.0984615,,,7.192267,,,,,,,,,,,
"Polynesia",1925,,,1493.9333,1.094792,27.726667,,,.1188718,,,7.246741,,,,,,,,,,,
"Polynesia",1930,,,1578.9333,1.088192,31.040667,,,.1698564,,,7.301056,,,,,,,,,,,
"Polynesia",1935,,,1668.7333,1.090316,35.574667,,,.2396103,,,7.355324,,,,,,,,,,,
"Polynesia",1940,,,1763.5333,1.091374,40.969333,,,.3226051,,,7.40953,,,,,,,,,,,
"Polynesia",1945,,,1863.2667,1.084675,46.438667,,,.4067487,,,7.463465,,,,,,,,,,,
"Polynesia",1950,,,1968.6667,1.080497,51.144,,,.4791385,,,7.517409,,,,,,,,,,,
"Polynesia",1955,,,2079.5333,1.080398,54.7,,,.5338461,,,7.571105,,,,,,,,,,,
"Polynesia",1960,,,2196.5333,1.079351,57.203333,,,.572359,,,7.624707,7.5,,,,,,9.535202,2,3,3,2
"Polynesia",1965,,,2319.9333,1.073436,59.405333,,,.6062359,,,7.678224,7.5,,,,,,9.535202,2,3,3,2
"Polynesia",1970,,,2512.8,3.376332,61.495333,,,.6383898,,,7.773603,5.416667,,,,,,7.400302,2.5,2,2.5,1.5
"Polynesia",1975,,,2763.3333,2.349321,63.537333,,,.6698051,,,7.893264,6.111111,,,,,,8.111936,2.3333333,2.3333333,2.6666667,1.6666666
"Polynesia",1980,,,2880.4,.4071331,65.898667,,,.7061334,,,7.94341,6.111111,,,,,,8.111936,2.3333333,2.3333333,2.6666667,1.6666666
"Polynesia",1985,,,3153,1.687992,67.929333,,,.7373744,,,8.015635,6.111111,,,,,,8.111936,2.3333333,2.3333333,2.6666667,1.6666666
"Polynesia",1990,,,3315.9333,2.313166,69.6185,,,.7633616,,,8.091143,6.111111,,,,,,8.111936,2.3333333,2.3333333,2.6666667,1.6666666
"Polynesia",1995,,,3694.0667,2.343888,70.5355,,,.7774692,,,8.199292,5.888889,,,,,7.029578,7.780313,2.3333333,2.3333333,2.5333333,1.6
"Polynesia",2000,,,4250.2667,2.378835,71.404,,,.7908308,,,8.336375,6.111111,,,,,6.445039,8.111936,2.3333333,2.3333333,2.6666667,1.6666666
"Polynesia",2005,,,4518.8667,.5505307,72.1155,,,.8017769,,,8.390836,6.111111,,,,,6.509717,8.111936,2.3333333,2.3333333,2.6666667,1.6666666
"Polynesia",2010,,,4658.4667,.8802708,73.142,,,.8175693,,,8.42678,,,,,,6.667079,,,,,
"Polynesia",2015,,,4749.6667,1.613119,73.65,,,.8253846,,,8.449558,,,,,,,,,,,
"South America",1800,,,1110.05,.0157512,32.763077,,,.196355,,,6.956326,,,,,,,,,,,
"South America",1805,,,1110.9333,.0147119,32.763077,,,.196355,,,6.957171,,,,,,,,,,,
"South America",1810,,,1111.7167,.0130963,32.763077,,,.196355,,,6.957816,,,,,,,,,,,
"South America",1815,,,1112.5667,.0151028,32.763077,,,.196355,,,6.958621,3.109375,,,,,,2.93277,2.75,0,.60000002,1.2
