GEOdetailed,quinade,tyr,hc,GMRealPcGDP,GMRealPcGDPgrowth,GMLifeEx,Thc,prisectersum,Healthindex,MeanEnrolIndex,NIHDI,logGMRealPcGDP,TEffLegExe,NIHDI10,TInstitutions,TMyInstitutions,TInstitutions6t,TWBGIndex3,TEffandResGov,polit08,polit09,polit13,polit14
"Southern Asia",1945,0.97,1.10,1342.7556,-.1932623,34.664,1.336891,24.49762,.2256,.0816587,.1320084,7.075956,5.416667,1.320084,3.5934,2.573267,1.621287,,6.274661,2.3333333,1.9583334,1.75,1.5833334
"Southern Asia",1950,1.05,1.12,1381.8889,.6558807,37.974889,1.381076,37.05306,.2765367,.1235102,.1842332,7.098413,4.888889,1.842332,4.004601,3.799136,3.086396,,6.320122,2.4000001,1.9,1.7333333,1.6666666
"Southern Asia",1955,1.13,1.14,1469.2667,1.379966,41.026,1.443722,40.78318,.3234769,.1359439,.2095489,7.153331,4.055555,2.095489,4.045339,3.521595,2.616075,,5.608855,2.5666666,1.6,1.5333333,1.5333333
"Southern Asia",1960,1.27,1.14,1690.5556,2.003346,44.100444,1.453563,43.15916,.3707761,.1438639,.2323115,7.242752,4.069445,2.323115,4.035502,3.360144,2.391545,,5.561321,2.5,1.4666667,1.5666667,1.4666667
"Southern Asia",1965,1.51,1.16,2032.4,2.239373,47.059778,1.515915,54.09068,.4163043,.1803023,.2756105,7.338305,4.869048,2.756105,3.73265,3.399398,2.523326,,7.231555,2.5428572,1.7428571,2.0857143,1.9428571
"Southern Asia",1970,2.08,1.24,2580.7778,1.08128,49.770889,1.793287,67.4011,.4580137,.2246703,.3198395,7.412641,4.375,3.198395,3.490077,4.465013,3.470335,,6.583657,2.6388888,1.55,1.8,1.9111111
"Southern Asia",1975,2.44,1.28,2876.5111,1.154449,53.096889,1.901262,78.04538,.5091829,.2601513,.3622282,7.46791,3.324074,3.622282,3.359232,3.583383,3.278446,,4.402823,2.5777779,.97777778,1.0444444,1.4222223
"Southern Asia",1980,2.89,1.36,2676.1333,3.413609,55.808,2.170011,85.10931,.5508923,.2836977,.3904571,7.569148,4.148148,3.904571,3.271621,3.459974,3.288261,,4.862679,2.511111,1.0444444,1.2222222,1.4888889
"Southern Asia",1985,3.50,1.43,2865.2,2.111421,58.942444,2.399567,91.72033,.5991145,.3057345,.4175097,7.709977,4.416667,4.175097,3.3248,3.619222,3.117026,,6.145443,2.2888889,1.2666667,1.4666667,1.9555556
"Southern Asia",1990,4.10,1.52,3287.8889,2.362258,62.088889,2.704329,101.7782,.6475214,.3392607,.4571208,7.826046,4.546296,4.571208,3.514537,4.712043,4.046793,,6.646337,1.9777777,1.5333333,1.6444445,1.9333333
"Southern Asia",1995,4.74,1.66,3796.8,3.715989,64.042222,3.143521,120.4934,.6775727,.4016446,.5122631,7.969877,4.731482,5.122632,3.552591,4.700826,4.663717,4.060417,6.23462,2.0222223,1.2222222,1.6222222,1.7555555
"Southern Asia",2000,5.52,1.75,4501,3.673,65.957778,3.430682,133.4211,.7070428,.444737,.5473059,8.12436,4.287037,5.473059,3.618592,3.978107,4.280554,3.905521,5.71067,2,1.2,1.4888889,1.5555556
"Southern Asia",2005,6.12,1.89,5668.4222,4.796663,67.924444,3.897044,150.6346,.7372991,.5021153,.595952,8.351054,4.027778,5.95952,3.909851,4.29745,4.403686,3.962432,6.523459,1.7777778,1.4444444,1.6666666,1.7777778
"Southern Asia",2010,6.60,1.96,6788.7333,4.039267,69.673333,4.117089,168.834,.7642052,.5627799,.6430423,8.563997,,6.430422,4.225869,,,4.073256,,,,,
"Southern Asia",2015,,,7408,3.920673,70.201111,,,.7723248,,,8.668529,,,4.091502,,,,,,,,
"Southern Europe",1800,,,1254.4833,.2456562,34.080909,,,.2166294,,,7.060907,,,,,,,,,,,
"Southern Europe",1805,,,1272.25,.1491533,34.080909,,,.2166294,,,7.069615,,,,,,,,,,,
"Southern Europe",1810,,,1268.15,-.0267944,34.080909,,,.2166294,,,7.069208,,,,,,,,,,,
"Southern Europe",1815,,,1272.6667,.0856116,34.080909,,,.2166294,,,7.072304,0,,,,,,.2910641,3,1,0,0
"Southern Europe",1820,,,1301.2462,.5252591,34.080909,,5.804543,.2166294,.0193485,.0511089,7.098706,5,.511089,,,,,4.158513,3,1,1.2,1.2
"Southern Europe",1825,,,1338.9846,.5443308,34.080909,,6.755209,.2166294,.0225174,.0554025,7.128676,0,.5540251,,,,,.2910641,3,1,0,0
"Southern Europe",1830,,,1376.4615,.6356264,34.080909,,7.836308,.2166294,.026121,.0599537,7.157897,1.166667,.599537,,,,,1.229921,3,1,.1,.2
"Southern Europe",1835,,,1408.5231,.4707643,34.080909,,9.094535,.2166294,.0303151,.0649781,7.184434,3.833333,.6497813,,,,,5.685935,3,1,1.4,2
"Southern Europe",1840,,,1448.3385,.5873505,34.080909,,10.54237,.2166294,.0351412,.0704057,7.213425,4.916667,.7040571,,,,,4.985349,3,1,1,2
"Southern Europe",1845,,,1483.1077,.5635378,34.080909,,12.182,.2166294,.0406067,.0761701,7.239739,4.416667,.7617007,,,,,4.985349,3,1,1,2
"Southern Europe",1850,,,1520.8462,.3799232,34.080909,,14.03281,.2166294,.046776,.08229,7.266758,3.5,.8229001,,,,,4.985349,3,1,1.5,2
"Southern Europe",1855,,,1549,.5496596,34.080909,,16.49346,.2166294,.0549782,.0902946,7.285411,3.5,.9029456,,,,,4.985349,3,1,1.5,2
"Southern Europe",1860,,,1594.9385,.513977,34.080909,,20.45819,.2166294,.068194,.1005241,7.311996,4.565972,1.005241,,,,,6.880915,2.9000001,1.6833334,1.9333333,2
"Southern Europe",1865,,,1633.2308,.4556798,34.080909,,22.63223,.2166294,.0754408,.1066962,7.334887,4.645833,1.066962,,,,,6.955111,3,1.75,2,2
"Southern Europe",1870,0.56,1.06,1724.6769,1.460756,34.178909,1.179247,26.79237,.2181371,.0893079,.1175524,7.386161,4.75,1.175524,,,,,7.020909,2.95,1.8,2.0999999,1.9
"Southern Europe",1875,0.65,1.07,1836.3692,1.165667,34.657818,1.221485,30.72115,.2255049,.1024038,.1330792,7.449766,4.5,1.330791,,,,,6.720397,3,1.75,1.95,1.92
"Southern Europe",1880,0.76,1.08,1970.8154,1.485915,35.017818,1.263264,34.11475,.2310434,.1137158,.145333,7.519125,4.583333,1.45333,,,,,6.955111,3,1.75,2,2
"Southern Europe",1885,0.88,1.10,2095.8308,1.166111,35.59,1.315339,35.92141,.2398462,.119738,.1567141,7.582593,4.583333,1.567141,,,,,6.955111,3,1.75,2,2
"Southern Europe",1890,1.00,1.11,2205.8615,.9392468,36.210364,1.35643,37.51332,.2493902,.1250444,.1686408,7.634116,4.583333,1.686408,,,,,6.955111,3,1.75,2,2
"Southern Europe",1895,1.12,1.15,2299.8769,1.023624,36.912364,1.490151,39.53469,.2601902,.1317823,.1815384,7.675634,4.583333,1.815384,,,,,6.955111,3,1.75,2,2
"Southern Europe",1900,1.34,1.12,2453,1.294226,37.57,1.397947,42.0464,.2703077,.1401547,.1946879,7.737783,4.583333,1.946879,,,,,6.955111,3,1.75,2,2
"Southern Europe",1905,1.50,1.16,2626.7231,1.347154,38.341091,1.513482,44.4911,.2821706,.1483037,.2081513,7.802309,4.25,2.081513,,,,,6.546605,3,1.55,1.8,2
"Southern Europe",1910,1.64,1.14,2786.0308,.9672728,38.921273,1.460557,47.92735,.2910965,.1597578,.2221038,7.857888,5,2.221038,,,,,6.985992,2.8499999,1.8125,2.0625,1.9
"Southern Europe",1915,1.85,1.20,2955.9385,.6067906,34.706909,1.640648,46.33238,.2262601,.1544413,.18511,7.899323,4.791667,1.8511,,,,,5.768096,2.6666667,1.8333334,1.5,1.6666666
"Southern Europe",1920,2.01,1.20,3090.3385,1.844187,40.738364,1.649141,51.44454,.3190517,.1714818,.2429862,7.950002,4.875,2.429862,,,,,6.302188,2.8,1.6666666,1.7,1.8666667
"Southern Europe",1925,2.20,1.26,3472.5385,2.557511,43.651273,1.847833,57.46709,.3638657,.191557,.2711728,8.066055,3.680556,2.711728,,,,,4.872808,2.5999999,1.2666667,1.2333333,1.4666667
"Southern Europe",1930,2.41,1.27,3514.2462,-.6931388,47.022,1.884868,67.78017,.4157231,.2259339,.3127333,8.072556,3.75,3.127333,,,,,5.362815,2.5333333,1.6,1.3,1.6333333
"Southern Europe",1935,2.69,1.31,3707.4154,1.855544,49.782,2.007699,74.13692,.4581846,.2471231,.3414238,8.11698,2.972222,3.414238,,,,,4.081143,2.7333333,1.1666666,.83333331,1.4666667
"Southern Europe",1940,2.97,1.33,3738.6,-1.052582,45.762364,2.080199,76.56943,.3963441,.2552314,.3295169,8.129436,,3.295169,,,,,,,,,
"Southern Europe",1945,3.34,1.39,3933.5846,3.798705,54.658545,2.276577,85.43458,.5332084,.2847819,.3999468,8.171118,4.861111,3.999468,4.164054,4.910672,3.62138,,5.563853,2.5833333,1.5,1.4166666,1.6666666
"Southern Europe",1950,3.61,1.42,4667.7692,2.748367,61.160545,2.354295,94.96158,.6332392,.3165386,.4532879,8.316008,5.388889,4.532879,4.439545,4.839373,3.707177,,6.462544,2.4333334,1.6,1.7333333,1.8333334
"Southern Europe",1955,4.08,1.55,5948.6769,5.012659,63.968364,2.802148,102.9028,.6764364,.3430092,.4857418,8.532317,5.763889,4.857418,4.531452,4.871752,3.785192,,6.655064,2.3333333,1.5,1.8333334,1.8333334
"Southern Europe",1960,4.66,1.59,7834.2462,5.290232,66.511636,2.933366,112.8586,.7155637,.3761954,.5218565,8.780272,6.011905,5.218565,4.614686,4.87841,3.874503,,7.066513,2.2857144,1.7142857,2,1.8571428
"Southern Europe",1965,4.81,1.64,10305.077,5.080777,68.435818,3.073987,126.6732,.7451664,.422244,.5633008,9.029444,5.690476,5.633008,4.410287,4.301697,3.658863,,6.274158,2.3714285,1.5428572,1.7428571,1.6857142
"Southern Europe",1970,5.43,1.73,13433.046,5.489326,70.138909,3.376943,146.6999,.7713678,.4889995,.6165344,9.298295,5.690476,6.165343,4.407256,3.905929,3.581393,,6.089156,2.4285715,1.5142857,1.6571429,1.6857142
"Southern Europe",1975,6.21,1.87,15587.585,3.099298,71.674909,3.824522,165.7611,.7949986,.552537,.6650717,9.476584,7.025,6.650717,6.687999,7.640724,7.135213,,7.296881,2.24,1.6,2.22,1.76
"Southern Europe",1980,7.04,2.01,17046.031,.9694217,72.967818,4.274802,170.7615,.8148895,.5692049,.6842839,9.583463,7.183333,6.842839,7.375055,7.622025,7.31726,,7.595944,2.2,1.88,2.3,1.8
"Southern Europe",1985,7.65,2.15,18166.615,1.565338,74.132909,4.739289,178.8884,.832814,.5962948,.7086096,9.642589,7.083333,7.086096,7.405406,7.742038,7.467793,,7.630872,2.2,2,2.3,1.8
"Southern Europe",1990,8.27,2.29,17998.938,-2.954709,75.04,5.187863,187.9718,.8467692,.6265725,.7318676,9.554084,6.773809,7.318676,6.252753,7.449149,7.370928,,7.716209,2.0714285,2.1428571,2.2428572,1.8571428
"Southern Europe",1995,8.89,2.44,20211.723,6.030446,76.033333,5.677557,201.278,.8620512,.6709267,.7611439,9.684034,6.779762,7.611439,6.468717,7.459664,7.501862,6.903639,7.944475,1.9571428,2.1428571,2.3428571,1.8571428
"Southern Europe",2000,9.65,2.62,23363.6,3.088431,77.398333,6.27869,220.1525,.8830513,.7338417,.8057231,9.856255,6.904762,8.057231,6.94223,8.149762,8.083433,7.265833,8.099629,2,2.2285714,2.4285715,1.8571428
"Southern Europe",2005,10.19,2.78,26125.462,1.941356,78.596667,6.795042,243.8754,.9014872,.8129181,.857657,10.00703,7.336309,8.57657,6.792031,8.065851,8.217697,7.202643,8.464398,2.0357144,2.4642856,2.6071429,1.8571428
"Southern Europe",2010,10.65,2.92,24849.138,-.0299145,79.675,7.250753,254.3392,.9180769,.8477974,.8836624,9.999894,,8.836624,6.763369,,,7.209393,,,,,
"Southern Europe",2015,,,25367.538,2.41123,80.208333,,,.926282,,,10.02699,,,6.232949,,,,,,,,
"Western Africa",1800,,,644.05,.0544048,29.736875,,,.1497981,,,6.443352,,,,,,,,,,,
"Western Africa",1805,,,646.275,.0569726,29.74,,,.1498462,,,6.446264,,,,,,,,,,,
"Western Africa",1810,,,648.4625,.0606242,29.743125,,,.1498942,,,6.449034,,,,,,,,,,,
"Western Africa",1815,,,650.65,.0508948,29.746875,,,.1499519,,,6.451759,,,,,,,,,,,
"Western Africa",1820,,,656.0375,.2604492,29.75,,.0666948,.15,.0002223,.0041718,6.459737,,.041718,,,,,,,,,
"Western Africa",1825,,,666.35,.3206028,29.753125,,.0854303,.1500481,.0002848,.0047397,6.475522,,.0473973,,,,,,,,,
"Western Africa",1830,,,676.775,.3125886,29.75625,,.1094384,.1500961,.0003648,.0053852,6.491164,,.0538521,,,,,,,,,
"Western Africa",1835,,,687.45,.3101597,29.759375,,.1402008,.1501442,.0004673,.0061188,6.506815,,.0611878,,,,,,,,,
"Western Africa",1840,,,698.3125,.3174426,29.762625,,.1796119,.1501942,.0005987,.0069524,6.522437,,.0695237,,,,,,,,,
"Western Africa",1845,,,709.475,.3180041,29.76625,,.230091,.15025,.000767,.0078994,6.538189,3.472222,.0789944,,,,,6.207702,1,0,1.3333334,2
"Western Africa",1850,,,720.85,.3111487,29.769375,,.294722,.1502981,.0009824,.0089752,6.553887,4.583333,.0897519,,,,,7.375344,1,0,2,2
"Western Africa",1855,,,732.4125,.3145855,29.7725,,.3774798,.1503462,.0012583,.0101974,6.569503,4.583333,.1019739,,,,,7.375344,1,0,2,2
"Western Africa",1860,,,744.275,.3098907,29.775625,,.483267,.1503942,.0016109,.011584,6.585214,4.583333,.1158401,,,,,7.375344,1,0,2,2
"Western Africa",1865,,,756.4625,.3173908,29.77875,,.618464,.1504423,.0020615,.0131574,6.601005,4.583333,.1315743,,,,,7.375344,1,0,2,2
"Western Africa",1870,0.02,1.00,768.8875,.3206546,29.782125,1.002666,.7908917,.1504942,.0026363,.0149401,6.616762,4.583333,.1494014,,,,,7.003506,1.8,0,2,2
"Western Africa",1875,0.02,1.00,781.8,.324338,29.785625,1.005324,1.010499,.1505481,.0033683,.0169586,6.632832,4.583333,.1695864,,,,,7.375344,1,0,2,2
"Western Africa",1880,0.03,1.00,795.0125,.3255548,29.78875,1.006824,1.290306,.1505962,.004301,.019387,6.648979,4.583333,.1938697,,,,,7.375344,1,0,2,2
"Western Africa",1885,0.03,1.00,808.55,.3232026,29.791875,1.01218,1.645029,.1506442,.0054834,.0220451,6.665141,4.583333,.220451,,,,,7.375344,1,0,2,2
"Western Africa",1890,0.04,1.00,822.05,.2996472,29.795,1.010887,2.093389,.1506923,.006978,.0250385,6.680879,4.583333,.2503849,,,,,7.375344,1,0,2,2
"Western Africa",1895,0.05,1.01,834.375,.2777577,29.798125,1.01868,2.780483,.1507404,.0092683,.028953,6.694715,4.583333,.2895296,,,,,7.375344,1,0,2,2
"Western Africa",1900,0.06,1.01,847.9125,.3965709,29.801625,1.020431,3.831221,.1507942,.0127707,.033913,6.709715,4.583333,.3391302,,,,,7.375344,1,0,2,2
"Western Africa",1905,0.08,1.01,871.4125,.5643237,29.805,1.02461,4.118143,.1508462,.0137271,.0361698,6.736658,4.583333,.3616982,,,,,7.375344,1,0,2,2
"Western Africa",1910,0.11,1.01,901.15,.6477073,29.808125,1.035862,4.48329,.1508942,.0149443,.0385982,6.767446,4.583333,.3859816,,,,,7.375344,1,0,2,2
"Western Africa",1915,0.14,1.01,946.9125,1.501011,26.22725,1.040811,4.326796,.0958038,.0144227,.0303287,6.808277,4.583333,.3032865,,,,,7.375344,1,0,2,2
"Western Africa",1920,0.20,1.02,998.9875,.6640176,29.804625,1.068179,4.100792,.1508404,.0136693,.0390325,6.849065,4.583333,.390325,,,,,7.375344,1,0,2,2
"Western Africa",1925,0.25,1.02,1043.6125,.5079357,29.811875,1.068152,3.829964,.1509519,.0127665,.0385975,6.882418,4.583333,.3859749,,,,,7.375344,1,0,2,2
"Western Africa",1930,0.30,1.03,1066.1125,.5128981,30.05725,1.087872,4.43132,.1547269,.0147711,.0426358,6.904065,4.583333,.4263575,,,,,7.282385,1.2,0,2,2
"Western Africa",1935,0.39,1.04,1115.675,.5529651,30.538125,1.137605,4.974584,.162125,.0165819,.0471315,6.938144,4.583333,.4713152,,,,,7.375344,1,0,2,2
"Western Africa",1940,0.45,1.04,1141.4,.4180175,31.35525,1.137773,6.017659,.1746961,.0200589,.0539368,6.957903,,.5393682,,,,,,,,,
"Western Africa",1945,0.49,1.05,1163.0625,.3706901,33.127,1.160456,8.564102,.2019538,.028547,.0689149,6.971114,2.916667,.689149,1.901599,1.486638,1.204166,,5.623881,1,0,1,2
"Western Africa",1950,0.62,1.06,1261.8875,2.22215,35.56175,1.209827,12.04911,.2394115,.0401637,.0899235,7.04085,2.916667,.8992355,1.769425,1.460064,1.152777,,5.623881,1,0,1,2
"Western Africa",1955,0.68,1.07,1369.0625,1.464066,37.710875,1.241858,17.49275,.272475,.0583092,.1165073,7.124672,3.333333,1.165073,3.160939,1.460064,1.114645,,5.468948,1.3333334,0,1,2
"Western Africa",1960,0.77,1.09,1563.5625,2.895066,39.837375,1.305552,20.98435,.3051904,.0699478,.1378602,7.244413,3.378205,1.378602,3.219309,2.910711,2.137724,,5.783333,1.3076923,.35384616,1.1384616,1.9692308
"Western Africa",1965,0.95,1.12,1702.95,1.629152,41.694125,1.38176,32.75101,.3337558,.10917,.183916,7.34393,3.553571,1.83916,2.918461,2.4197,2.152275,,4.355396,1.8285714,.41428572,.94285715,1.3857143
"Western Africa",1970,1.21,1.14,1852.85,.7123722,44.90825,1.444784,38.56018,.3832039,.1285339,.2143497,7.397339,3.177778,2.143497,2.680418,2.129266,2.35755,,4.008821,1.9866667,.44,.82666665,1.3333334
"Western Africa",1975,1.59,1.16,1893.6625,1.275868,48.2565,1.513651,49.43791,.4347154,.164793,.2589646,7.40848,3.104167,2.589646,2.80089,2.357717,2.553663,,3.724315,1.95,.42500001,.73750001,1.2375
"Western Africa",1980,1.98,1.19,1771.8625,-2.304513,51.456,1.610034,62.78257,.4839385,.2092752,.3089341,7.3829,3.291667,3.089341,2.776997,2.347049,2.389223,,3.744925,2,.34999999,.77499998,1.2375
"Western Africa",1985,2.35,1.28,1645.1125,.4222119,53.9835,1.923249,61.93776,.5228231,.2064592,.3221833,7.326075,3.072917,3.221833,2.63022,1.988822,2.288209,,3.983973,1.9375,.25,.77499998,1.4
"Western Africa",1990,2.69,1.32,1584.95,-2.539294,55.4425,2.04917,63.9456,.5452693,.213152,.333928,7.240497,3.578125,3.33928,3.334998,3.156582,3.47417,,4.18193,1.75,.69999999,.89999998,1.2375001
"Western Africa",1995,2.98,1.39,1665.5875,3.212719,56.09875,2.267517,69.23034,.5553654,.2307678,.3513018,7.269346,3.541667,3.513018,3.653906,3.314013,3.874965,3.783027,5.671168,1.25,.94999999,1.1875,1.7
"Western Africa",2000,3.31,1.40,1803.5375,1.839484,57.40125,2.311933,94.24833,.5754039,.3141611,.4162496,7.365026,3.645833,4.162496,4.042368,4.262544,4.493032,4.208622,6.34602,1.075,.92500001,1.3625,1.9
"Western Africa",2005,3.70,1.47,2084.5,2.272491,59.525,2.52544,109.9199,.6080769,.3663995,.4654924,7.464767,4.127604,4.654924,4.461761,4.845564,5.038322,4.380076,6.758419,1.1875,.8125,1.5625,2
"Western Africa",2010,4.30,1.51,2341.2375,2.704206,61.8075,2.665491,130.6369,.6431923,.4354563,.5229379,7.578489,,5.229379,4.566261,,,4.320878,,,,,
"Western Africa",2015,,,2550.0625,3.337388,63.131875,,,.6635673,,,7.66367,,,5.511391,,,,,,,,
"Western Asia",1800,,,956.94444,.1209206,31.218333,,,.1725897,,,6.837284,,,,,,,,,,,
"Western Asia",1805,,,963.3,.1211454,31.218333,,,.1725897,,,6.843194,,,,,,,,,,,
"Western Asia",1810,,,969.88889,.1177082,31.218333,,,.1725897,,,6.849294,,,,,,,,,,,
"Western Asia",1815,,,976.54444,.119358,31.218333,,,.1725897,,,6.855283,0,,,,,,.2910641,3,1,0,0
"Western Asia",1820,,,988.26667,.3451758,31.218333,,.3560976,.1725897,.001187,.0088655,6.866846,0,.0886551,,,,,.2910641,3,1,0,0
"Western Asia",1825,,,1007.8333,.3980111,31.218333,,.4388648,.1725897,.0014629,.0099549,6.886679,0,.0995486,,,,,.2910641,3,1,0,0
"Western Asia",1830,,,1027.9889,.3996606,31.218333,,.5403484,.1725897,.0018012,.0111702,6.906574,0,.1117019,,,,,.2910641,3,1,0,0
"Western Asia",1835,,,1048.7444,.3999122,31.218333,,.664622,.1725897,.0022154,.0125342,6.926457,0,.1253418,,,,,.2910641,3,1,0,0
"Western Asia",1840,,,1070.0222,.3935675,31.218889,,.8322262,.1725983,.0027741,.0145775,6.946293,0,.1457748,,,,,.2910641,3,1,0,0
"Western Asia",1845,,,1092,.4021839,31.218889,,1.033102,.1725983,.0034437,.016591,6.966199,0,.1659096,,,,,.2910641,3,1,0,0
"Western Asia",1850,,,1115.8111,.428169,31.218889,,1.226645,.1725983,.0040888,.0177637,6.986855,0,.1776365,,,,,.2910641,3,1,0,0
"Western Asia",1855,,,1142.2556,.4383408,31.218889,,1.498923,.1725983,.0049964,.0199225,7.008662,0,.1992255,,,,,.2910641,3,1,0,0
"Western Asia",1860,,,1169.6778,.4388145,31.201333,,1.827032,.1723282,.0060901,.0223334,7.030488,0,.223334,,,,,.2910641,3,1,0,0
"Western Asia",1865,,,1198.0444,.4378877,30.888222,,2.220603,.1675111,.007402,.0250233,7.052293,0,.2502325,,,,,.2910641,3,1,0,0
"Western Asia",1870,0.05,1.00,1236.1111,.6947377,30.816444,1.014642,2.690024,.1664068,.0089667,.0280152,7.080916,0,.2801517,,,,,.2910641,3,1,0,0
"Western Asia",1875,0.06,1.01,1285.2778,.7174119,30.952222,1.020696,3.246876,.1684957,.0108229,.0313381,7.117124,1.166667,.3133808,,,,,1.638427,3,1.2,.40000001,.40000001
"Western Asia",1880,0.07,1.01,1346.5111,.9278495,31.118889,1.024967,3.903826,.1710598,.0130128,.0350215,7.159083,0,.3502152,,,,,.2910641,3,1,0,0
"Western Asia",1885,0.08,1.01,1415.1889,.8018285,31.285556,1.030139,5.62058,.1736239,.0187353,.0417019,7.20513,0,.4170188,,,,,.2910641,3,1,0,0
"Western Asia",1890,0.10,1.01,1481.1,1.628484,31.452222,1.032283,7.41083,.176188,.0247028,.0481359,7.245993,0,.4813589,,,,,.2910641,3,1,0,0
"Western Asia",1895,0.13,1.01,1578.5333,1.03098,31.654222,1.041584,8.802382,.1792957,.0293413,.0546678,7.314878,0,.5466778,,,,,.2910641,3,1,0,0
"Western Asia",1900,0.18,1.02,1665.1333,1.081927,31.871222,1.058881,10.33148,.1826342,.0344383,.0633347,7.368061,0,.6333472,,,,,.145532,3,.5,0,0
"Western Asia",1905,0.23,1.02,1715.9222,.4218795,32.215222,1.052725,12.31554,.1879265,.0410518,.0725464,7.389511,1.166667,.7254641,,,,,1.539374,2.9000001,.69999999,.40000001,.40000001
"Western Asia",1910,0.28,1.03,1797.6556,.4728287,32.597778,1.093485,15.56633,.193812,.0518878,.0865801,7.436822,2.395833,.8658013,,,,,1.945935,2.75,.75,.5,.5
"Western Asia",1915,0.37,1.04,1678.6,-2.674633,30.119667,1.125209,19.24985,.1556872,.0641662,.0945523,7.358369,1.25,.9455233,,,,,.145532,3,.5,0,0
"Western Asia",1920,0.53,1.06,1711.5889,2.59038,32.245222,1.195262,22.5757,.188388,.0752523,.108615,7.335864,1.361111,1.08615,,,,,2.454989,2.8,.73333335,.66666669,.66666669
"Western Asia",1925,0.61,1.06,1891.9556,2.356891,33.435778,1.189976,25.39285,.2067043,.0846428,.1191246,7.474943,1.527778,1.191246,,,,,2.594579,2.6666667,1,.66666669,.66666669
"Western Asia",1930,0.75,1.08,1997.9,.8400964,32.833778,1.261291,27.76507,.1974427,.0925502,.1255937,7.520244,1.979167,1.255937,,,,,3.119506,2.75,.75,.75,1
"Western Asia",1935,0.84,1.09,2244.8333,2.045686,35.001444,1.295105,29.89363,.2307914,.0996454,.1351884,7.611681,2.104167,1.351884,,,,,2.884792,2.75,.75,.69999999,.89999998
"Western Asia",1940,0.93,1.11,2503,1.306286,35.317667,1.354939,33.97472,.2356564,.1132491,.1607426,7.671045,,1.607426,,,,,,,,,
"Western Asia",1945,1.07,1.12,3019.9444,4.272117,43.519,1.379299,38.45294,.3618308,.1281765,.1980076,7.799488,2.786458,1.980075,3.475919,4.282465,3.821607,,3.829046,2.5,1.15625,.96875,1.0625
"Western Asia",1950,1.32,1.15,4175.0778,7.271844,49.641556,1.476267,52.17458,.4560239,.1739153,.2592099,8.092258,3.604167,2.592099,3.620296,4.170701,3.761706,,4.721195,2.575,1.4,1.3,1.25
"Western Asia",1955,1.63,1.21,5767.3778,5.218814,53.166444,1.683075,65.71893,.510253,.2190631,.3145597,8.374934,3.548611,3.145597,3.717236,4.461161,3.954476,,5.049744,2.5,1.4,1.3416667,1.4
"Western Asia",1960,2.08,1.24,8350.1778,7.123521,56.674778,1.791777,72.88864,.5642273,.2429622,.3497218,8.648027,3.477083,3.497218,3.627205,4.478278,4.495533,,4.307329,2.4949999,1.22,1.1900001,1.11
"Western Asia",1965,2.47,1.28,15408.044,9.626419,60.041222,1.90761,84.36233,.6160188,.2812077,.3940715,9.043768,3.888889,3.940715,3.697639,4.291595,4.431443,,5.053053,2.4444444,1.5333333,1.4,1.2888889
"Western Asia",1970,2.90,1.36,27163.778,8.563487,63.068111,2.170556,94.17159,.6625863,.3139053,.4353914,9.380193,3.173077,4.353914,3.205242,3.635324,4.194534,,4.719733,2.4923077,1.323077,1.2576923,1.2884616
"Western Asia",1975,3.35,1.46,35048.411,3.044285,65.673667,2.488579,116.0388,.7026718,.3867961,.5032677,9.580939,2.602564,5.032677,3.649141,4.014986,5.316877,,3.621671,2.476923,1.1384616,.93846154,.95384616
"Western Asia",1980,4.03,1.60,31835.789,-.2841296,67.803,2.951993,139.8548,.7354308,.4661827,.565799,9.626277,2.5,5.65799,3.398479,3.468274,3.639012,,4.015366,2.476923,1.0615385,.96923077,1.2
"Western Asia",1985,4.93,1.66,24020.4,-1.377932,69.782556,3.142266,149.5466,.7658855,.4984886,.6059157,9.557206,2.5625,6.059157,3.48252,3.845353,4.055522,,4.086578,2.5999999,1.2333333,1,1.2166667
"Western Asia",1990,5.58,1.78,24906.2,1.347692,71.033333,3.521841,154.9394,.7851282,.5164647,.6280352,9.482905,2.794118,6.280352,3.445842,3.810684,3.880439,,4.600778,2.3529413,1.1823529,1.0676471,1.417647
"Western Asia",1995,6.05,1.90,28715.189,3.851164,72.316667,3.917734,149.2743,.8048718,.4975809,.6224518,9.568815,3.093137,6.224518,3.24372,3.508576,3.679972,4.217735,5.360265,2.1764705,1.1176471,1.2823529,1.6352941
"Western Asia",2000,6.52,2.03,30774.411,2.492344,73.684444,4.341655,175.1373,.8259145,.5837911,.6863186,9.681367,3.166667,6.863187,3.330687,3.612827,3.588857,4.378071,5.428327,2.164706,1.1882353,1.2470589,1.7058823
"Western Asia",2005,6.94,2.07,32229.822,2.652298,74.844444,4.470075,195.8571,.8437607,.6528571,.7355847,9.840742,3.627451,7.355847,3.83558,4.24078,3.942319,4.547007,6.052531,2.1764705,1.4117647,1.4705882,1.8235294
"Western Asia",2010,7.70,2.24,31806.444,1.17663,75.837778,5.017769,204.1965,.8590428,.6806548,.7566876,9.891744,,7.566876,3.776154,,,4.421807,,,,,
"Western Asia",2015,,,32797.389,.2774099,76.084444,,,.8628376,,,9.912019,,,2.94669,,,,,,,,
"Western Europe",1800,,,2271.65,.3866709,37.213429,,,.264822,,,7.670769,,,,,,,,,,,
"Western Europe",1805,,,2232.075,-.464718,37.471714,,,.2687956,,,7.666276,,,,,,,,,,,
